RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE
SERGIO DE ANDRADE DOS SANTOS MARMORARIA,20105238000199,"RUA ALICE DOS SANTOS PEIXE  1098 , SAO PAULO",-23.6873129,-46.654976,SAO PAULO
LUZ ATUAL ILUMINACAO EIRELI,20112049000143,"AVENIDA ATILIO BRUGNOLI  207 , SAO PAULO",-23.4462396,-46.7383861,SAO PAULO
METALTECK CALDERARIA E TRANSPORTES LTDA,20112243000129,"RUA DONA MARIA QUEDAS  366 , SAO PAULO",-23.5158427,-46.5720652,SAO PAULO
MOVEIS SOB MEDIDAS LTDA,20119021000138,"AVENIDA MARQUES DE SAO VICENTE  2219 , SAO PAULO",-23.5178237,-46.6810408,SAO PAULO
JENY RODRIGUES DE OLIVEIRA 04933600856,20119497000179,"RUA MARIA BENEDITA MELO LINCOLN  361 , CARAPICUIBA",-23.5589081,-46.8261434,CARAPICUIBA
SERRALHERIA OURO GROSSO LTDA,20131597000110,"RUA OURO GROSSO  544 , SAO PAULO",-23.5031045,-46.6537409,SAO PAULO
ISSAO SAKANISHI 08887153825,20133984000196,"RUA DUARTE ANTONIO MOURAO  21 , SAO PAULO",-23.7699906,-46.7231836,SAO PAULO
PARAISO DISTRIBUIDORA DE AREIA E PEDRA LTDA,20139019000120,"RUA CONSTANTINOPLA  418 , SANTANA DE PARNAIBA",-23.4814915,-46.8966369,SANTANA DE PARNAIBA
JOSE ALDEMIR ALVES DOS SANTOS VIDROS,20140735000128,"RUA TREZE DE MAIO  334 , SAO PAULO",-23.5560675,-46.6467349,SAO PAULO
FRANCIEUDO OLIVEIRA DA SILVA,20140848000123,"AVENIDA ITAPARK  1725 , MAUA",-23.678433,-46.4446749,MAUA
MARIA LUIZA DA SILVA SOARES 18477411859,20146698000165,"RUA DOS COQUEIROS (COND VARGEM GRANDE)  25 , SAO PAULO",-23.8607984,-46.7068713,SAO PAULO
NEW QUALYT VIDROS LTDA,20161067000115,"RUA GIACINTO TOGNATO  337 , SAO BERNARDO DO CAMPO",-23.6913057,-46.5416335,SAO BERNARDO DO CAMPO
NOVA TINTAS LEME EIRELI,20161423000109,"RUA JOSE JOAQUIM GONCALVES  221 , SAO PAULO",-23.6625908,-46.753641,SAO PAULO
JOSE CLAUDIO GILLIS GARCIA,20163078000134,"RUA COTOVIA  68 , COTIA",-23.614046,-46.9162866,COTIA
AS FIGUEIREDO MATERIAIS DE CONSTRUCAO,20166723000172,"RUA DAS PEROBAS  585 , DIADEMA",-23.7145354,-46.6198891,DIADEMA
RODRIGO SANTOS OLIVEIRA,20171420000148,"RUA CARAIPE DAS AGUAS  626 , SAO PAULO",-23.4994302,-46.4140733,SAO PAULO
FERNANDO LUIZ NERILLO,20180066000118,"RUA JOSE MEDEIROS E ALBUQUERQUE  82 , SAO BERNARDO DO CAMPO",-23.6620881,-46.601094,SAO BERNARDO DO CAMPO
DJALMA STRAUBE 43225730882,20181016000155,"RUA KOHEIJI ADACHI  435 , MOGI DAS CRUZES",-23.5424566,-46.1788919,MOGI DAS CRUZES
NORDESTE ILUMINACAO LTDA,20182529000180,"RUA GUARANI  127 , SAO PAULO",-23.5286464,-46.6351067,SAO PAULO
MURI PLAST TUBOS E CONEXOES LTDA,20183487000100,"RUA DOMINGOS CERQUEIRA  97 , SAO PAULO",-23.4993829,-46.4842683,SAO PAULO
PALACIO DOS VIDROS  COMERCIO DE VIDROS LTDA,20183821000118,"AVENIDA DOS AUTONOMISTAS  2302 , OSASCO",-23.5381895,-46.7749317,OSASCO
CASA DOS REPAROS HIDRAULICOS LAPA  EIRELI,20192564000180,"RUA GAGO COUTINHO  214 , SAO PAULO",-23.5200669,-46.7097945,SAO PAULO
SERGIPE COMERCIO DE MATERIAL DE CONSTRUCAO EIRELI,20201477000142,"RUA GIACOMO LAURIVOLPI  128 , SAO PAULO",-23.6849364,-46.6478622,SAO PAULO
CWE COMERCIO DE VIDROS E ACESSORIOS DE DECORACAO LTDA,20205024000194,"AVENIDA EDUARDO PRADO  28 , SANTO ANDRE",-23.6454225,-46.5014288,SANTO ANDRE
TECNALE AUTOMACAO DE SISTEMAS LTDA,20205490000170,"PRACA SILVIO ROMERO  132 , SAO PAULO",-23.546154,-46.5738005,SAO PAULO
AAB MATERIAIS PARA CONSTRUCAO E REFORMAS EIRELI,20208692000175,"RUA WILSON ACKEL  559 , SAO PAULO",-23.5332277,-46.4113969,SAO PAULO
RDX8 PROJETOS CORPORATIVOS E EMPREENDIMENTOS LTDA,20208726000121,"RUA IRMA PIA  162 , SAO PAULO",-23.5492282,-46.7512402,SAO PAULO
CERMAQ  COMERCIO DE MAQUINAS & SERVICOS DE JATEAMENTO LTDA,20211750000110,"RUA NIGERIA  119 , COTIA",-23.6104688,-46.9496051,COTIA
ART EM VIDROS AA COMERCIO DE EXPOSITORES EIRELI,20214314000102,"RUA SAO CAETANO  885 , SAO PAULO",-23.53575,-46.624448,SAO PAULO
MARCOS TERUO FUJISAWA 15641174807,20220652000149,"AVENIDA SAO MIGUEL  4043 , SAO PAULO",-23.5082182,-46.4942267,SAO PAULO
COMERCIO DE MATERIAIS DE CONSTRUCOES DIAS LTDA,20221494000141,"RUA GOMA DE OLIBANO  255 , SAO PAULO",-23.5023281,-46.5187514,SAO PAULO
MADEIRAS CARDOSO LTDA,20223450000150,"RUA CARIJOS  2105 , SANTO ANDRE",-23.6889464,-46.5220187,SANTO ANDRE
BRASEPOXI COMERCIO E SERVICOS LTDA,20230654000119,"RUA CORONEL VIRGILIO DOS SANTOS  200 , SAO PAULO",-23.5106178,-46.7482609,SAO PAULO
BRASEPOXI COMERCIO E SERVICOS LTDA,20230654000119,"RUA CORONEL VIRGILIO DOS SANTOS  200 , SAO PAULO",-23.5106178,-46.7482609,SAO PAULO
PRISCILA DANIELE RIBEIRO 38126247886,20230846000125,"RUA PLINIO DE ALMEIDA RAMOS  396 , JUNDIAI",-23.1377229,-46.9156973,JUNDIAI
WESLEY COSTA PONTES,20255680000100,"ESTRADA DOS COQUEIROS  136 , ITAPECERICA DA SERRA",-23.7002862,-46.799719,ITAPECERICA DA SERRA
DOC MARMORES E GRANITOS EIRELI,20256995000163,"AVENIDA HENRIQUE PERES  1400 , MOGI DAS CRUZES",-23.5437749,-46.2096312,MOGI DAS CRUZES
LUMICAM COMERCIO DE PECAS E ACESSORIOS EIRELI,20264244000199,"RUA PINTO GONCALVES  123 , SAO PAULO",-23.5334931,-46.6733444,SAO PAULO
LUMICAM COMERCIO DE PECAS E ACESSORIOS EIRELI,20264244000199,"RUA PINTO GONCALVES  123 , SAO PAULO",-23.5334931,-46.6733444,SAO PAULO
ADELSON CONCEICAO MATTOS MATERIAIS PARA CONSTRUCAO,20274176000149,"RUA GENERAL OSORIO  263 , SAO BERNARDO DO CAMPO",-23.7186562,-46.5485792,SAO BERNARDO DO CAMPO
ZELIO SILVA PINHEIRO,20275553000164,"AVENIDA GUARAPIRANGA  5464 , SAO PAULO",-23.6853853,-46.7516778,SAO PAULO
LILIAN LIMA VIEIRA,20279780000168,"RUA ANANAI  1 , SAO PAULO",-23.5163765,-46.4230707,SAO PAULO
ANTONIO TEIXEIRA FREIRE,20280220000123,"AVENIDA NOSSA SENHORA DO SABARA  3185 , SAO PAULO",-23.6813471,-46.6823237,SAO PAULO
COISAS DA OBRA MATERIAL PARA CASA E CONSTRUCAO LTDA,20282777000101,"RUA AUGUSTO TOLLE  657 , SAO PAULO",-23.4878125,-46.6332852,SAO PAULO
SILVANA LISBOA CARVALHO VERAS DA SILVA 35505363806,20286420000193,"RUA IPITA (JD YAMBERE)  45 , DIADEMA",-23.7205329,-46.6122799,DIADEMA
P F DE OLIVEIRA CONSTRUCAO,20288305000158,"RUA JOAO CANDIDO VIEIRA  154 , SAO PAULO",-23.5031445,-46.4447663,SAO PAULO
GENESIO LOPES CARREIRO 07687515862,20293596000172,"RUA FRANCISCO BELLAZZI  120 , SAO PAULO",-23.4497461,-46.7893967,SAO PAULO
VANDERLEI FRANCISCO DA SILVA 11596993804,20296551000151,"RUA BELO HORIZONTE  1557 , RIBEIRAO PIRES",-23.7130556,-46.4282118,RIBEIRAO PIRES
COBERLUMI COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO LTDA,20299261000161,"AVENIDA VALENTIM MAGALHAES  1758 , SANTO ANDRE",-23.683911,-46.4957147,SANTO ANDRE
GUAIAPISOS COMERCIO & SERVICOS LTDA,20303688000196,"ESTRADA NOSSA SENHORA DA FONTE  1113 A , SAO PAULO",-23.5527173,-46.4166196,SAO PAULO
REGINALDO APARECIDO DA SILVA 16527578806,20312715000197,"RUA LIMA CANTUARIA  139 , SAO PAULO",-23.6065308,-46.5323452,SAO PAULO
SANDRA CARLA GERMANO GARCIA 09352116836,20314053000194,"RUA RICARDO BUENO  22 , SAO PAULO",-23.4386633,-46.7454125,SAO PAULO
AC FREITAS COMERCIO DE VIDROS  EIRELI,20316172000186,"RUA ANTONIO VERA CRUZ  219 , SAO PAULO",-23.49439,-46.6639438,SAO PAULO
SR SKY COMERCIO DE VIDRO E CONSTRUCOES CONSTRUTIVAS LTDA,20319779000110,"RUA DOS SITIANTES  84 , SAO PAULO",-23.4918347,-46.6916606,SAO PAULO
GEZIO JOSE BERTO SIQUEIRA,20325354000113,"AVENIDA PRESIDENTE JOAO GOULART  556 , SAO PAULO",-23.7221203,-46.6937697,SAO PAULO
TROPICAL BLOCOS & LAGES EIRELI,20331455000105,"RUA SATURNINO DE SOUSA  310 , SAO PAULO",-23.5461399,-46.4934378,SAO PAULO
RENOVA COMERCIO E SERVICOS DE ARTEFATOS DE GESSO EIRELI,20331590000142,"RUA PEDRO PEREIRA DA SILVA  74 , BARUERI",-23.5090122,-46.8626257,BARUERI
AMILTON NUNES SIQUEIRA JUNIOR MATERIAIS DE CONSTRUCAO,20333261000130,"AVENIDA SAPOPEMBA  17643 , SAO PAULO",-23.6210695,-46.4522797,SAO PAULO
RODRIGO MARINHO PEREIRA PAULA,20335270000160,"AVENIDA YARA  311 , OSASCO",-23.5486021,-46.7644944,OSASCO
ANISIO PEREIRA DA SILVA VIDROS,20343065000147,"RUA QUINTINO BOCAIUVA  560 , POA",-30.0230876,-51.1979892,POA
IRACI FRANCISCO DE OLIVEIRA 65523229849,20343728000123,"RUA GIACINTO TOGNATO  79 , SAO BERNARDO DO CAMPO",-23.689309,-46.5432286,SAO BERNARDO DO CAMPO
ATACADAO DO CIMENTO COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,20344178000167,"ESTRADA TENENTE MARQUES  3749 , SANTANA DE PARNAIBA",-23.4152164,-46.8922289,SANTANA DE PARNAIBA
RAF & RYAJ COMERCIO DE FERRAGENS LTDA,20360734000199,"RUA SEBASTIAO LARANJEIRAS  240 , SAO PAULO",-23.4489664,-46.7286414,SAO PAULO
JLR CASA E CONSTRUCAO LTDA,20364388000117,"AVENIDA NICOLA DEMARCHI  1560 , SAO BERNARDO DO CAMPO",-23.7473369,-46.555754,SAO BERNARDO DO CAMPO
SUPERLUX DISTRIBUIDORA DE MATERIAIS ELETRICOS EIRELI,20366539000176,"RUA AMAZONAS  258 , SAO CAETANO DO SUL",-23.6130348,-46.5696981,SAO CAETANO DO SUL
ROMA ABC COMERCIO DE MADEIRAS E FERRAGENS LTDA,20373584000158,"PRACA CANDIDO PORTINARI  150 , SANTO ANDRE",-23.6825859,-46.5503373,SANTO ANDRE
R&A COMERCIO DE LOUCAS E METAIS LTDA,20376576000165,"AVENIDA JOAO ANTONIO MECCATTI  72 , JUNDIAI",-23.1770853,-46.9174869,JUNDIAI
JHONATAN PEREIRA DE LIMA,20380502000100,"AVENIDA DUQUE DE CAXIAS  563 , SAO PAULO",-23.5373376,-46.6439963,SAO PAULO
JOBEM COMERCIO DE FERRAGENS LTDA,20380735000103,"RODOVIA RAPOSO TAVARES  351 , VARGEM GRANDE PAULISTA",-23.6053991,-47.022609,VARGEM GRANDE PAULISTA
VANESSA M MARINHO FERRAGENS,20383225000181,"AVENIDA DONA BELMIRA MARIN  4274 , SAO PAULO",-23.7550619,-46.6753684,SAO PAULO
ESTILO UNICO MARMORES E GRANITOS EIRELI,20384685000124,"RUA MARIANA CALACHE  180 , SAO PAULO",-23.6564789,-46.6661961,SAO PAULO
KREVEST COMERCIO LTDA,20386608000103,"AVENIDA AFONSO DE SAMPAIO E SOUSA  3174 , SAO PAULO",-23.5802596,-46.4879974,SAO PAULO
PRIMOR INOX COMERCIAL LTDA,20389667000135,"RUA ANTONIA ALETTO (JD IDEL)  48 , MAUA",-23.6871487,-46.452671,MAUA
DIPSOLDA COMERCIO E REPRESENTACAO DE FERRAMENTAS LTDA,20390384000103,"RUA MARECHAL MALET  804 , SAO PAULO",-23.5874783,-46.5741003,SAO PAULO
JEOVA FRANCISCO DE SOUZA 14193961885,20391704000140,"AVENIDA YERVANT KISSAJIKIAN  2400 , SAO PAULO",-23.6776145,-46.6583412,SAO PAULO
R MARTINS AUTOMACAO INDUSTRIAL,20400285000165,"RUA VITOANTONIO DEL VECCHIO  58 , SAO PAULO",-23.5709169,-46.5898087,SAO PAULO
ADRIANA SAMPAIO PEREIRA,20404932000107,"RUA BRIGADEIRO JORDAO  962 , SAO PAULO",-23.5864312,-46.5996811,SAO PAULO
HECKEL COMERCIO E MANUTENCAO EIRELI,20413197000106,"AVENIDA SANTO AMARO  791 , SAO PAULO",-23.5910629,-46.672434,SAO PAULO
ERIVALDINA DOS SANTOS DANTAS 29458234549,20418248000184,"RUA SOARES PASSOS  474 , SAO PAULO",-23.6620861,-46.657908,SAO PAULO
CASA DAS TINTAS SAO JORGE LTDA,20421309000162,"AVENIDA BRASILIA  888 , SUZANO",-23.5459878,-46.3001928,SUZANO
PLURAL PALLETS EIRELI,20421559000100,"ESTRADA DO CAPUAVA  448 , COTIA",-23.6140692,-46.8790543,COTIA
HOUSE GLASS VIDROS LTDA,20423024000160,"RUA OLIVEIRA MELO  1162 , SAO PAULO",-23.5923767,-46.6194946,SAO PAULO
CALHAS RAG BANDEIRA COMERCIO E SERVICOS EIRELI,20425655000119,"RUA HERCULANO DE FREITAS  546 , SAO CAETANO DO SUL",-23.606386,-46.5692841,SAO CAETANO DO SUL
ANA LINA LEMOS DE SOUSA MORAES 39609219349,20431832000170,"RUA MARINGA (VILA DA CONQUISTA)  96 , OSASCO",-23.5786086,-46.8055266,OSASCO
ELI ROCHA BRITO,20435875000123,"RUA TUPI  76 , FRANCISCO MORATO",-23.2831167,-46.7459363,FRANCISCO MORATO
UNILAR MATERIAIS PARA CONSTRUCAO LTDA,20444413000172,"RUA JULIA GRISI  295 , SAO PAULO",-23.6204375,-46.501185,SAO PAULO
GISELLE AZEVEDO NUNES DOS REIS 32081750864,20445345000166,"RUA CAIABU  436 , ITAQUAQUECETUBA",-23.4938628,-46.3688084,ITAQUAQUECETUBA
S DA SILVA TEODORO MATERIAL DE CONSTRUCAO,20446161000110,"RUA DIAMANTINO MATHEUS  678 , SAO PAULO",-23.4656869,-46.6747504,SAO PAULO
MIRAI MATERIAIS DE CONSTRUCOES LTDA,20446521000184,"RUA CAMARGO  543 , SAO PAULO",-23.5691681,-46.7086405,SAO PAULO
MARCIA MORGANTI MAIORINO 06471383878,20448800000187,"RUA DAS GRUMIXAMAS  550 , SAO PAULO",-23.6493297,-46.6458347,SAO PAULO
JOSE LAURENCO VENTURA 70220360804,20452627000190,"RUA MOACIR SANTOS  198 , SAO PAULO",-23.435586,-46.7461424,SAO PAULO
GF SERRANO MOLDURAS & DECORACOES EIRELI,20453139000106,"RUA SAO CAETANO  599 , SAO PAULO",-23.5353525,-46.6271662,SAO PAULO
ACOS E PERFILADOS IGUATEMI EIRELI,20454007000190,"AVENIDA RAGUEB CHOHFI  5275 , SAO PAULO",-23.5958567,-46.4351639,SAO PAULO
C DE A S SANTANA  COMERCIO E SERVICOS,20458930000109,"RUA ALBERTO CORREIA FRANCFORT  59 , EMBU DAS ARTES",-23.6236283,-46.8224576,EMBU DAS ARTES
NOVELLI COMERCIO DE CORTINAS E PERSIANAS LTDA,20464636000100,"RUA JOSE DOS REIS  980 , SAO PAULO",-23.5855025,-46.5751022,SAO PAULO
NOVELLI COMERCIO DE CORTINAS E PERSIANAS LTDA,20464636000100,"RUA JOSE DOS REIS  980 , SAO PAULO",-23.5855025,-46.5751022,SAO PAULO
NAMETAIS COMERCIO DE FERRO E ACO EIRELI,20464639000135,"RUA MELCHIADES NERES DE CAMPOS  518 , SAO PAULO",-23.5101369,-46.4118472,SAO PAULO
AQUARIO MATERIAL DE CONSTRUCOES LTDA,20467423000123,"RUA FREI CANECA  565 , COTIA",-23.5882023,-46.9214988,COTIA
B NICACIO,20473041000102,"RUA ICAPARA  32 , SAO PAULO",-23.6875869,-46.6817948,SAO PAULO
CARLESMA MEIRELES ANDRADE PORTAS E JANELAS,20481878000101,"RUA DA PASSAGEM FUNDA  26 , SAO PAULO",-23.5527383,-46.413738,SAO PAULO
ROVINGLASS COMERCIO DE TELHAS PLASTICAS LTDA,20487379000113,"RUA CANUTO BEREA  29 , SAO PAULO",-23.4441946,-46.7358731,SAO PAULO
YORK COMERCIO DE MATERIAIS DE CONSTRUCAO E TELECOMUNICACAO EIRELI,20489069000138,"RUA FREI SAMPAIO  176 , SAO PAULO",-23.608685,-46.5971613,SAO PAULO
R3M COMERCIAL LTDA,20489296000163,"AVENIDA MARTIM FRANCISCO  635 , SANTO ANDRE",-23.6300215,-46.51531,SANTO ANDRE
CLEITON LOURENCO DA SILVA,20493085000102,"AVENIDA MOGI DAS CRUZES (CIDADE CRUZEIRO DO SUL)  201 , SUZANO",-23.5386435,-46.316583,SUZANO
RODRIGO SANTANA MATERIAIS,20496059000120,"RUA FLORIO  449 , SAO PAULO",-23.572597,-46.5568182,SAO PAULO
ROCHA COMERCIO DE MATERIAIS PARA CONSTRUCAO CIVIL SOCIEDADE UNIPESSOAL LTDA,20496135000105,"ESTRADA MUNICIPAL  1500 , JANDIRA",-23.530218,-46.8981019,JANDIRA
FIC OSASCO COMERCIAL DE CIMENTO LTDA,20496467000181,"RUA JOAO KAUFMANN  630 , OSASCO",-23.5208489,-46.7821733,OSASCO
D & L RONCADA MARMORES E GRANITOS LTDA,20498915000186,"RUA DOUTOR HEGG  103 , JUNDIAI",-23.1993736,-46.8798392,JUNDIAI
ADRIANA GOMES DOS SANTOS DO NASCIMENTO 29584290835,20508090000133,"RUA DIVA  426 , POA",-23.5318636,-46.3341075,POA
MD ESCADA & CONSTRUCAO LTDA,20510163000121,"ESTRADA JEQUITIBA  865 , CARAPICUIBA",-23.5379263,-46.8286705,CARAPICUIBA
RODRIGO SCARAMBONI,20513829000103,"RUA BACURITEUA  115 , SAO PAULO",-23.4762984,-46.6790014,SAO PAULO
RRI COMERCIO DE FERRAMENTAS E EPI'S LTDA,20523694000159,"AVENIDA SETE DE SETEMBRO (JD RECANTO)  771 , DIADEMA",-23.6891223,-46.6151712,DIADEMA
ASTROGILDO ALVES CAMILO MATERIAIS PARA CONSTRUCAO,20523925000124,"AVENIDA CAMPINAS  89 , BARUERI",-23.5427347,-46.8801595,BARUERI
R V LEDS COMERCIO DE MATERIAIS ELETRICOS LTDA,20525245000140,"AVENIDA NAZARE  685 , SAO PAULO",-23.5899819,-46.6101389,SAO PAULO
GRACIELA GONCALEZ BALDI AIVAZOGLOU 30129790850,20529304000158,"RUA ALENCAR ARARIPE  1063 , SAO PAULO",-23.6167626,-46.596559,SAO PAULO
JOAO BATISTA AMORIM DA SILVA 29665181890,20532274000139,"RUA CAVIUNA  246 , DIADEMA",-23.7123379,-46.6145445,DIADEMA
MASTER MDF MADEIRAS E FERRAGENS EIRELI,20549932000103,"AVENIDA LARANJA DA CHINA  761 , SAO PAULO",-23.5070455,-46.4582678,SAO PAULO
CONSTRUPARK'S MATERIAIS PARA CONSTRUCAO EIRELI,20549979000169,"ESTRADA DOS PINHEIROS  369 , BARUERI",-23.5400445,-46.866007,BARUERI
ARF COMERCIO DE BOMBAS E MAQUINAS LTDA,20550456000132,"RUA MARIA APARECIDA CARDIA  183 , SAO PAULO",-23.6864498,-46.7044677,SAO PAULO
ARF COMERCIO DE BOMBAS E MAQUINAS LTDA,20550456000132,"RUA MARIA APARECIDA CARDIA  183 , SAO PAULO",-23.6864498,-46.7044677,SAO PAULO
ARF COMERCIO DE BOMBAS E MAQUINAS LTDA,20550456000132,"RUA MARIA APARECIDA CARDIA  183 , SAO PAULO",-23.6864498,-46.7044677,SAO PAULO
EAP EQUIPAMENTOS E ACESSORIOS PARA PISCINAS EIRELI,20552224000113,"RUA ROSA NASCIMENTO LIMA  254 , SAO PAULO",-23.7277877,-46.6950722,SAO PAULO
DIOGO DOS SANTOS RIBEIRO 33729538861,20552862000134,"RUA SARGENTO HERMINIO AURELIO SAMPAIO  708 , SAO PAULO",-23.6194132,-46.4935439,SAO PAULO
MARIA CRISTINA DE SOUZA 22479124860,20562779000146,"RUA VICENTE MARTINEZ RISCO  33 , SAO PAULO",-23.7286957,-46.7072991,SAO PAULO
IPIRANGA GLASS COMERCIO E SERVICOS DE VIDROS LTDA,20607333000190,"RUA TABOR  478 , SAO PAULO",-23.5770769,-46.6058366,SAO PAULO
ARTGRILL COMERCIO E SERVICO EIRELI,20610331000150,"AVENIDA FUAD AUADA  385 , OSASCO",-23.5266647,-46.7733388,OSASCO
F D MACHADO AREIA E PEDRA,20615150000117,"AVENIDA CASA GRANDE  951 , SAO PAULO",-23.604407,-46.5177097,SAO PAULO
CAVALCANTE E OLIVEIRA MATERIAIS PARA CONSTRUCAO EIRELI,20616050000105,"RUA JOSE JOAQUIM ESTEVES  248 , SAO PAULO",-23.6580336,-46.7290267,SAO PAULO
ASAHITEC SOLUTIONS COMERCIO E SERVICOS EIRELI,20616166000144,"RUA MANOEL COELHO DA SILVA  177 , SAO PAULO",-23.6102846,-46.6207052,SAO PAULO
DESIGN88 PISOS E REVESTIMENTOS LTDA,20620725000270,"AVENIDA PROFESSOR VICENTE RAO  1581 , SAO PAULO",-23.636658,-46.67708,SAO PAULO
L2N AUTOMACAO LTDA,20621594000165,"RUA XINGU  175 , SANTO ANDRE",-23.6676924,-46.5437782,SANTO ANDRE
KAZOKU MARMORES & GRANITOS EIRELI,20625748000197,"ESTRADA DE ITAPECERICA  990 , SAO PAULO",-23.6442801,-46.7451386,SAO PAULO
DAYANE WANDERLEY DE SOUZA 33841514880,20647532000122,"RUA SARGENTO ANTONIO VIEIRA NOIA  300 , ITAPEVI",-23.5381728,-46.936387,ITAPEVI
MANCLAU COMERCIO DE MATERIAL ELETRICO LTDA,20656563000140,"AVENIDA AMAZONAS (VL S PEDRO)  420 , SAO BERNARDO DO CAMPO",-23.7176633,-46.5291744,SAO BERNARDO DO CAMPO
PRO PIPE COMERCIO E TECNOLOGIA EM MATERIAIS  EIRELI,20657428000119,"ALAMEDA SANTOS  1773 , SAO PAULO",-23.561713,-46.6584695,SAO PAULO
BOLONHA MATERIAL PARA CONSTRUCAO EIRELI,20658478000110,"AVENIDA BOLONHA  7478 , SAO PAULO",-23.5483068,-46.746468,SAO PAULO
ALEKSANDRO CAVALCANTI DA SILVA 27775547812,20658776000100,"RUA JEAN MEYER  50 , SAO PAULO",-23.5676703,-46.4799764,SAO PAULO
TRANSPARENCY ENVIDRACAMENTOS DE AMBIENTES EIRELI,20659385000100,"AVENIDA BARAO DE MAUA  4962 , MAUA",-23.6758947,-46.4192134,MAUA
M & Q MATERIAL PARA CONSTRUCAO SERVICOS E AFINS LTDA,20663990000155,"LARGO SANTA CECILIA  162 , SAO PAULO",-23.5390186,-46.6499839,SAO PAULO
ANDERSON DANILO CALDAS 35130100875,20670768000180,"RUA JOAQUIM LAPAS VEIGA  641 , SAO PAULO",-23.5790928,-46.7785704,SAO PAULO
ANDERSON DANILO CALDAS 35130100875,20670768000180,"RUA JOAQUIM LAPAS VEIGA  641 , SAO PAULO",-23.5790928,-46.7785704,SAO PAULO
MORCEGO COMERCIO DE LIXAS E RESINAS LTDA,20674777000149,"AVENIDA PROFESSOR VICENTE RAO  939 , SAO PAULO",-23.6326825,-46.6809071,SAO PAULO
ISOLAR LTDA,20675488000164,"RUA PEDRO RIPOLI  501 , RIBEIRAO PIRES",-23.7004822,-46.3916059,RIBEIRAO PIRES
ART ENERGIA SOLAR EIRELI,20680413000171,"RUA VISCONDE DE PARNAIBA  296 , POA",-23.5129849,-46.3498725,POA
EMS ESTRUTURAS METALICAS LTDA,20682942000104,"RUA BARUEL  1197 , SUZANO",-23.5525208,-46.3122032,SUZANO
ROSANGELA MARTINEZ DOS SANTOS 25063637850,20685162000118,"RUA CAMPO BELO DO SUL  649 , SAO PAULO",-23.4689557,-46.5941115,SAO PAULO
MARCELO AUGUSTO MEDEIROS DO PRADO,20691807000125,"AVENIDA NOVE DE JULHO  1150 , POA",-23.5157942,-46.3404624,POA
JOSE ANTONIO DE OLIVEIRA SOUZA 27463960846,20703247000181,"RUA JOSUE DE CASTRO (LAS PALMAS)  103 , SAO BERNARDO DO CAMPO",-23.7575824,-46.6050416,SAO BERNARDO DO CAMPO
ECO GLASS VIDROS LTDA,20718066000129,"AVENIDA DOUTOR JOSE FORNARI  503 , SAO BERNARDO DO CAMPO",-23.7270238,-46.5487075,SAO BERNARDO DO CAMPO
RENATA CRISTINA PERES,20718989000180,"RUA SANTE BATTISTINI  160 , SAO BERNARDO DO CAMPO",-23.7545953,-46.5780295,SAO BERNARDO DO CAMPO
MARMORARIA LOPES EIRELI,20720008000130,"RUA BANDEIRANTES  280 , COTIA",-23.6025713,-46.9064094,COTIA
CC DE LIMA  COMERCIO DE FERRAGENS,20722841000110,"RUA RICARDO BECHELLI  136 , MAUA",-23.6570157,-46.4473266,MAUA
DANILA DE JESUZ BOTASSIM FELISALE ELETRICOS,20726610000184,"RUA MARILANDIA  226 , SAO PAULO",-23.4864382,-46.6961184,SAO PAULO
JONES MACEDO DA SILVA FERREIRA 16408872883,20729491000113,"RUA PIRACICABA (PRQ MAMEDE)  127 , DIADEMA",-23.6779168,-46.6261725,DIADEMA
KTPS COMERCIO DE EQUIPAMENTOS EIRELI,20729980000175,"RUA ANDARAI  910 , SAO PAULO",-23.5241142,-46.5879179,SAO PAULO
JORLANDO ALVES RIBEIRO 32935299841,20735696000101,"RUA JOSE ROBERTO COTIME  323 , SAO PAULO",-23.7762342,-46.689114,SAO PAULO
JESUINO DA SILVA TRINDADE 48903752872,20737032000181,"RUA CATAGUASES  74 , SANTO ANDRE",-23.6796265,-46.5415771,SANTO ANDRE
ADRIANO JOSE DA SILVA 28086109801,20738459000102,"RUA DIEGO VELASQUEZ  184 , SAO PAULO",-23.4317658,-46.7890584,SAO PAULO
VENEZA COMERCIO DE FERRAGENS E TOLDOS LTDA,20739499000160,"RUA ESPIRITO SANTO  47 , ITAQUAQUECETUBA",-23.4999149,-46.3493061,ITAQUAQUECETUBA
CLAUDIANE FABIOLA ASSIS DA SILVA 82365938434,20748237000162,"ESTRADA CANAL DE COCAIA  291 , SAO PAULO",-23.751993,-46.673175,SAO PAULO
ALUMIVI  COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,20754557000125,"AVENIDA EXPEDICIONARIO FIRMINO LADEIRA  56 , MOGI DAS CRUZES",-23.5226185,-46.2057943,MOGI DAS CRUZES
ANDRE LUIZ ALESSIO 09342055826,20759036000160,"TRAVESSA OTAVIO MARQUES  85 , SANTO ANDRE",-23.6784956,-46.5246613,SANTO ANDRE
JOSE MARIA DA SILVA 05561126873,20771025000104,"RUA SERRANA FLUMINENSE  955 , SAO PAULO",-23.4557144,-46.6735613,SAO PAULO
