,RAZAO SOCIAL,CNPJ,ENDEREÇO,lat,lng,CIDADE,weight
8110,BRUSSI COMERCIO E SERVICOS LTDA,24838297000127,"RUA ARQUITETO FRANCISCO BECK  338 , SAO PAULO",-23.5145719,-46.510035,SAO PAULO,2
8111,DEPOSITO DO JAPA LTDA,24843897000183,"ESTRADA DOS INDIOS  1050 , ITAQUAQUECETUBA",-23.4367678,-46.320168,ITAQUAQUECETUBA,4
8112,VANESSA ANANIAS DOS SANTOS BANDEIRA,24845506000160,"RUA VITORIO TAFARELLO  472 , OSASCO",-23.528673,-46.7966605,OSASCO,3
8113,VOLT MAX ENGENHARIA E ENERGIA SOLAR LTDA,24845567000127,"RUA SEVERINO CARDOSO DA SILVA  137 , SAO PAULO",-23.5824136,-46.5340549,SAO PAULO,2
8114,SB GLASS  COMERCIO DE VIDROS DE SEGURANCA LTDA,24847599000161,"RUA JOAQUIM MARRA  1967 , SAO PAULO",-23.5407802,-46.5149745,SAO PAULO,2
8115,SAMIRA SANTOS MURAKAMI 06335555506,24862750000130,"RUA JOAQUIM CARLOS  76 , SAO PAULO",-23.5357349,-46.6045948,SAO PAULO,1
8117,INGRID APARECIDA DA SILVA ARTIGOS & ACESSORIOS,24865467000162,"RUA VASCO BALBOA  141 , SAO PAULO",-23.4454107,-46.7492888,SAO PAULO,3
8118,JONNATAN DOS SANTOS,24867792000164,"RUA PRESIDENTE GETULIO VARGAS  1011 , MOGI DAS CRUZES",-23.537564,-46.1830576,MOGI DAS CRUZES,4
8119,D&G PISOS E DECORACOES LTDA,24873896000181,"PRACA PRESIDENTE KENNEDY  117 , SAO PAULO",-23.5515223,-46.6083659,SAO PAULO,1
8120,MVS COMERCIAL DE UTILIDADES  FERRAMENTAS E MAQUINAS LTDA,24876794000110,"RUA FREDERICO GUARINON  440 , SAO PAULO",-23.6242566,-46.7309422,SAO PAULO,3
8121,MORELLI COMERCIO DE VIDROS LTDA,24879259000112,"AVENIDA DOUTOR ASSIS RIBEIRO  3812 , SAO PAULO",-23.4979584,-46.5176346,SAO PAULO,2
8122,J & JOTA FERRAGENS LTDA,24879427000170,"AVENIDA PARAMARIBO  96 , SAO PAULO",-23.7444151,-46.6950917,SAO PAULO,4
8123,ISABELA MACHADO TEIXEIRA,24890185000115,"AVENIDA NORDESTINA  1490 , SAO PAULO",-23.505819,-46.4396542,SAO PAULO,3
8124,NETO E BRAGA COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,24890989000114,"RUA AGOSTINIANA CHANTAL  18 , SAO PAULO",-23.6176397,-46.4556933,SAO PAULO,3
8125,CONSTRUCT EIRELI,24910836000191,"RUA SAMPAIO VIDAL  1095 , SAO PAULO",-23.5715475,-46.6891134,SAO PAULO,1
8126,VITORIA SANTOS RODRIGUES MATERIAL DE CONSTRUCAO,24912760000133,"RUA FELIPE CASSIANO  371 , SAO PAULO",-23.5141552,-46.4109091,SAO PAULO,4
8127,C A M PISANESCHI,24914255000128,"AVENIDA VEREADOR BELARMINO PEREIRA DE CARVALHO  SN , MAIRIPORA",-23.3800082,-46.6168421,MAIRIPORA,3
8128,VANESSA SILVA DA COSTA 38199738855,24916687000178,"RUA JOSE DOMICIANO DE LIMA (JD B VISTA I)  232 , CAJAMAR",-23.4082355,-46.8417653,CAJAMAR,4
8129,EDUARDO MACEDO PASCHOALIN COMERCIO E SERVICOS,24923028000169,"AVENIDA CELSO DOS SANTOS  702 , SAO PAULO",-23.6693627,-46.6676721,SAO PAULO,3
8130,CR DO BRASIL FERRAMENTAS ELETRICAS EIRELI,24926888000156,"AVENIDA PRESTES MAIA  220 , SAO PAULO",-23.5430695,-46.6349006,SAO PAULO,1
8131,JOSE HILDOMARCOS ALVES RODRIGUES 02417382458,24928838000108,"RUA CAMBARA  25 , ITAQUAQUECETUBA",-23.5043416,-46.3491161,ITAQUAQUECETUBA,4
8132,MEIRE CRISTINA DA CUNHA SOUZA 11162644800,24931116000102,"RUA CORONEL PETRARCA DE MESQUITA  98 , SAO PAULO",-23.5900848,-46.516058,SAO PAULO,2
8133,YORRAN BERNARDI ALVES 48505409884,24931496000185,"RUA MANUEL AUGUSTO DE ALVARENGA  133 , SAO PAULO",-23.6635972,-46.6622472,SAO PAULO,3
8134,FRANCISCO DE SOUZA PEREIRA 93596855500,24939113000115,"AVENIDA MATEUS DE ALBUQUERQUE  19 , SAO PAULO",-23.6692882,-46.7673125,SAO PAULO,3
8135,VERITAS COMERCIO DE EQUIPAMENTOS DE PROTECAO E SEGURANCA LTDA,24940220000163,"RUA POTA  1 , SAO PAULO",-23.5638841,-46.5567726,SAO PAULO,2
8136,VPOL EQUIPAMENTOS HIDRAULICOS EIRELI,24940697000149,"10A RUA CORONEL JOSE NUNES DOS SANTOS  236 , VARGEM GRANDE PAULISTA",-23.597281,-47.0186501,VARGEM GRANDE PAULISTA,4
8137,CENTRAL INOX COMERCIO DE ACOS E METAIS EIRELI,24947691000101,"AVENIDA JOAO BATISTA DI VITORIANO  194 , SAO PAULO",-23.6703408,-46.6737141,SAO PAULO,3
8138,SANDRA ROSA DE OLIVEIRA,24952389000133,"AVENIDA ITAQUERA  92 , SAO PAULO",-23.5580816,-46.5207652,SAO PAULO,2
8139,CARLOS ROBERTO DA SILVA 03831821828,24954799000113,"AVENIDA GOVERNADOR JANIO QUADROS  391 , FERRAZ DE VASCONCELOS",-23.5502322,-46.3788106,FERRAZ DE VASCONCELOS,4
8140,MARCOS AURELIO DE MOURA FERRAGENS E FERRAMENTAS,24957442000199,"AVENIDA SPORT CLUB CORINTHIANS PAULISTA  1652 , OSASCO",-23.5407098,-46.7883782,OSASCO,3
8141,ROTOMAR COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,24959420000168,"RUA SALVADOR DE EDRA  313 , SAO PAULO",-23.6186931,-46.6428562,SAO PAULO,2
8142,SHOCKS MATERIAIS ELETRICOS LTDA,24971861000185,"RUA STA MARIA  31 , SAO PAULO",-23.532543,-46.5698753,SAO PAULO,1
8143,FRANCISCO TADEU DA SILVA 04117696858,24974424000115,"AVENIDA CUPECE  3308 , SAO PAULO",-23.6676317,-46.6535405,SAO PAULO,3
8144,MAURO FERNANDO SANTOS,24977587000151,"RUA SERRA DO CABURAI  1499 , SAO PAULO",-23.5570048,-46.4103801,SAO PAULO,4
8145,WALTER PEREIRA DA SILVA JUNIOR 08396786810,24982858000167,"RUA DOM BERNARDO JOSE BUENO MIELE (JD PALERMO)  228 , SAO BERNARDO DO CAMPO",-23.7148499,-46.5317928,SAO BERNARDO DO CAMPO,4
8146,EWERTON DOS SANTOS MONTICELLI 08406300698,24984363000177,"TRAVESSA CHAPADA DO ARARIPE  1 , SAO PAULO",-23.5549192,-46.4557219,SAO PAULO,3
8147,M2 METAIS INDUSTRIA E COMERCIO LTDA,24986348000168,"RUA ANTONIO GALO  270 , SAO CAETANO DO SUL",-23.6228472,-46.5474352,SAO CAETANO DO SUL,2
8148,EUROPA VISION COMERCIO DE VIDROS LTDA,24987478000115,"RUA ANGELO MAGLIO  73 , OSASCO",-23.5490104,-46.7603751,OSASCO,2
8149,ALFA ACABAMENTO EIRELI,24990858000109,"RUA DOUTOR CLEMENTINO  212 , SAO PAULO",-23.5389369,-46.5923025,SAO PAULO,1
8150,EVOLUTION MONTAGEM E COMERCIO DE MATERIAIS ELETRICOS EIRELI,24996552000160,"RUA VIRGINOPOLIS  48 , SAO PAULO",-23.6146443,-46.599653,SAO PAULO,2
8151,TIAGO CARDOSO DA SILVA 34827590818,25010368000161,"RUA PATATIVA  185 , SAO PAULO",-23.5394915,-46.480944,SAO PAULO,3
8152,ANGELA ESPIN DE ARAUJO,25012302000100,"RUA MAXIMIANO CORREA DOS SANTOS  144 , SAO PAULO",-23.4941069,-46.3768979,SAO PAULO,4
8153,MARIA BERGAMASCO BOLDORI 25476067809,25017744000140,"RUA BARTOLOMEU CORREA BUENO  70 , SAO PAULO",-23.5891652,-46.5525504,SAO PAULO,2
8154,AGROPPAULO COMERCIO E SERVICOS LTDA,25022679000140,"RUA MEDITERRANEO  290 , SAO BERNARDO DO CAMPO",-23.6931618,-46.5548796,SAO BERNARDO DO CAMPO,3
8155,SA BLOCOS EIRELI,25024665000166,"RUA TITO TEMPORIM (JARDIM TEMPORIM)  SN , FERRAZ DE VASCONCELOS",-23.5327127,-46.3662234,FERRAZ DE VASCONCELOS,4
8156,NOVA MOLDURA LTDA,25029155000181,"RUA DEINOS  166 , SAO PAULO",-23.6080615,-46.4643602,SAO PAULO,3
8157,NOVA MOLDURA LTDA,25029155000181,"RUA DEINOS  166 , SAO PAULO",-23.6080615,-46.4643602,SAO PAULO,3
8158,MARIA DE FATIMA DA SILVA E NASCIMENTO,25031769000106,"RUA PEDRO VITORATO  624 , SAO PAULO",-23.5853522,-46.5268651,SAO PAULO,2
8159,ROBSON & EDINILSON COMERCIO DE CALHAS E RUFOS LTDA,25031954000192,"RUA COLUMBIA  962 , SANTO ANDRE",-23.6345684,-46.5210536,SANTO ANDRE,3
8160,CAROLINA BUENO SCOCHA,25037537000157,"RUA ALMIRANTE LOBO  1109 , SAO PAULO",-23.5898722,-46.5983847,SAO PAULO,1
8161,M E L DE MORAES,25044961000129,"RUA EUDOXIA BULBOVAS MARIA  75 , OSASCO",-23.5492958,-46.7646414,OSASCO,2
8162,DRHIDRO LTDA,25047126000142,"RUA QUARITERE  88 , SAO PAULO",-23.5777379,-46.5915042,SAO PAULO,1
8163,HIDRAULICA E PNEUMATICA SMART LTDA,25053310000103,"RUA JOSE MARIA SILVA  120 , SAO BERNARDO DO CAMPO",-23.7215043,-46.5697556,SAO BERNARDO DO CAMPO,4
8164,RAFAEL TAGLIAFERRI GALLINA 33511779847,25058825000198,"AVENIDA DOM PEDRO DE ALCANTARA (VL S PEDRO)  16 , SAO BERNARDO DO CAMPO",-23.7132495,-46.5302062,SAO BERNARDO DO CAMPO,4
8165,VANDERSON MAIA NUNES 14630436863,25061575000145,"RUA CRUZEIRO  417 , ITAQUAQUECETUBA",-23.481025,-46.3612739,ITAQUAQUECETUBA,4
8166,INOVE MOEMA COMERCIO DE MATERIAIS DE CONSTRUCAO EIRELI,25063666000110,"ALAMEDA DOS ARAPANES  854 , SAO PAULO",-23.6049998,-46.6656869,SAO PAULO,2
8167,MAIS QUE ELETRICA  EIRELI,25064681000182,"AVENIDA CANGAIBA  844 , SAO PAULO",-23.5123666,-46.5453303,SAO PAULO,2
8168,VA ESQUADRIAS EIRELI,25070066000189,"RUA MIGUEL DARAIO  80 , RIBEIRAO PIRES",-23.7029677,-46.3928771,RIBEIRAO PIRES,4
8169,ANDERSON PINHEIRO DA SILVA  FERRAMENTAS,25070140000167,"AVENIDA JOAO XXIII  1838 , SAO PAULO",-23.5665072,-46.5264499,SAO PAULO,2
8170,TPCLEAN COMERCIO DE MATERIAL DE CONSTRUCAO LTDA,25074687000130,"RUA PROFESSOR VILALVA JUNIOR  32 , SAO PAULO",-23.6157741,-46.6017863,SAO PAULO,2
8171,ACCIOX ACOS E METAIS EIRELI,25075390000190,"RUA SAO CARLOS  300 , SAO CAETANO DO SUL",-23.6191068,-46.5587182,SAO CAETANO DO SUL,2
8172,MANOEL RODRIGUES JUNIOR 42245737334,25076394000192,"ESTRADA DOS GUARANTAS  52 , ITAPECERICA DA SERRA",-23.7022188,-46.7945277,ITAPECERICA DA SERRA,4
8173,IBERSIL COMERCIAL LTDA,25077436000100,"RUA BARAO DE ITAPETININGA  273 , SAO PAULO",-23.5441218,-46.6415212,SAO PAULO,1
8174,FABIANA SOUSA DE OLIVEIRA 38223510839,25078087000140,"RUA CUBATAO  538 , EMBU DAS ARTES",-23.6255385,-46.8250278,EMBU DAS ARTES,3
8175,SERGIO LEMOS DOS SANTOS,25078695000155,"RUA MAESTRO MARZAGAO  17 , SAO PAULO",-23.6685784,-46.7576071,SAO PAULO,3
8176,JBG COMERCIO E SERVICO DE MATERIAIS ELETRICOS  EIRELI,25079068000139,"RUA DOS ARGENTINOS  92 , SAO PAULO",-23.5090805,-46.4923693,SAO PAULO,2
8177,ADRIANA DO NASCIMENTO 28625174884,25088060000139,"RUA MANOEL FRANCO  246 , MAUA",-23.6846104,-46.4595259,MAUA,4
8178,ARTICO TUBOS EIRELI,25089755000135,"RUA CASSITERITA  196 , ITAQUAQUECETUBA",-23.4377649,-46.327067,ITAQUAQUECETUBA,4
8180,M & M MATERIAIS PARA CONSTRUCAO E HIDRAULICA LTDA,25090707000167,"AVENIDA DOM RODRIGO SANCHES  1050 , SAO PAULO",-23.6619293,-46.7893092,SAO PAULO,4
8181,"ABC EPOXI INDUSTRIA, COMERCIO E SERVICOS EIRELI",25093866000115,"AVENIDA SAPOPEMBA  1298 , SANTO ANDRE",-23.6166087,-46.5198911,SANTO ANDRE,2
8182,QUALLITEC CONEXOES INDUSTRIAIS LTDA,25099824000191,"RUA DO CADMIO  7 , SAO PAULO",-23.5619079,-46.4782231,SAO PAULO,3
8183,Z A MUNIZ FERREIRA  IMPORTACAO E EXPORTACAO DE MATERIAIS DE CONSTRUCAO,25100498000195,"RUA MANUEL DE CARVALHO  202 , SAO PAULO",-23.5063046,-46.7097619,SAO PAULO,2
8184,Z A MUNIZ FERREIRA  IMPORTACAO E EXPORTACAO DE MATERIAIS DE CONSTRUCAO,25100498000195,"RUA MANUEL DE CARVALHO  202 , SAO PAULO",-23.5063046,-46.7097619,SAO PAULO,2
8185,VANICE RIBEIRO DOS SANTOS,25102762000120,"AVENIDA SENADOR TEOTONIO VILELA  3052 , SAO PAULO",-23.7278453,-46.6994566,SAO PAULO,4
8186,ROBERTO YOSHIAKI KIMURA 56879105815,25107432000127,"AVENIDA PADRE ARLINDO VIEIRA  3484 , SAO PAULO",-23.6466911,-46.6105316,SAO PAULO,2
8187,JOAO LUIZ DA SILVA,25108268000172,"RUA CANTANHEDE  39 , SAO PAULO",-23.6428394,-46.7859456,SAO PAULO,3
8188,NATALE FERRAMENTAS LTDA,25108340000161,"RUA BENTO GONCALVES  163 , SAO PAULO",-23.5544035,-46.5717752,SAO PAULO,1
8189,JESSYCCA MARTIM GRILO 44386469877,25110702000159,"RUA DOS VICENTINOS  135 , MOGI DAS CRUZES",-23.5276779,-46.1850658,MOGI DAS CRUZES,4
8191,SOPORTAS SANTO ANDRE COMERCIO LTDA,25125173000167,"RUA AGGEU SILVEIRA MONTEIRO  669 , SANTO ANDRE",-23.6940722,-46.5309523,SANTO ANDRE,4
8192,SOPORTAS SANTO ANDRE COMERCIO LTDA,25125173000167,"RUA AGGEU SILVEIRA MONTEIRO  669 , SANTO ANDRE",-23.6940722,-46.5309523,SANTO ANDRE,4
8193,SOPORTAS SANTO ANDRE COMERCIO LTDA,25125173000167,"RUA AGGEU SILVEIRA MONTEIRO  669 , SANTO ANDRE",-23.6940722,-46.5309523,SANTO ANDRE,4
8194,SOPORTAS SANTO ANDRE COMERCIO LTDA,25125173000167,"RUA AGGEU SILVEIRA MONTEIRO  669 , SANTO ANDRE",-23.6940722,-46.5309523,SANTO ANDRE,4
8195,GALAFER COMERCIO E SERVICOS EM ACOS EIRELI,25130068000116,"RUA PEDRANOPOLIS  34 , SAO PAULO",-23.5076914,-46.612188,SAO PAULO,1
8196,HELPCAT TECNOLOGIA LTDA,25131821000198,"ESTRADA DO CAMPO LIMPO  4805 , SAO PAULO",-23.6229425,-46.7634373,SAO PAULO,3
8197,RT ARAMES EIRELI,25136312000158,"RUA SEBASTIAO MUNIZ  8 , SAO PAULO",-23.5169227,-46.4815723,SAO PAULO,3
8198,ALBERTINHO DA SILVA TELES 11178422828,25142394000143,"RUA PARA  153 , SANTANA DE PARNAIBA",-23.4122723,-46.8825475,SANTANA DE PARNAIBA,4
8199,LUCINEIDE FRANCO BEZERRA 12778531858,25153828000100,"RUA AMADEU SIMONETTI (JD MARCELINO)  318 , CAIEIRAS",-23.349644,-46.7560672,CAIEIRAS,4
8200,CONSTRUVAM TIJOLO ECOLOGICO EIRELI,25156863000183,"RUA BONITA  247 , SAO PAULO",-23.4714,-46.6037767,SAO PAULO,2
8201,VERONICA SHIRLEI PEREIRA ACEVEDO 29991982809,25160936000100,"AVENIDA ENGENHEIRO ARMANDO DE ARRUDA PEREIRA  2937 , SAO PAULO",-23.6514655,-46.6375837,SAO PAULO,2
8202,IVAN MARTINS 28154323826,25161158000174,"RUA TRISTAO DE OLIVEIRA  55 , SAO PAULO",-23.6081957,-46.6191408,SAO PAULO,2
8203,A & F CALHAS LTDA,25163263000142,"RUA PEDRO EUGENIO PEREIRA  343 , MAUA",-23.6925569,-46.4600103,MAUA,4
8204,JORDAO & KRAUSE MATERIAL PARA CONSTRUCAO EIRELI,25164985000111,"RUA ACACCIO FONTOURA  342 , SAO PAULO",-23.7330136,-46.7144985,SAO PAULO,4
8205,MARCENARIA CASCARDI FELIX COMERCIO DE MADEIRAS LTDA,25176062000180,"RUA JOAO XXIII  711 , VARGEM GRANDE PAULISTA",-23.6131919,-47.0089432,VARGEM GRANDE PAULISTA,4
8206,BRADOMAX COMERCIO DE ALUMINIO PARA TODO LAR LTDA,25176426000121,"RUA GUAPIACU  326 , SAO PAULO",-23.6053304,-46.6479525,SAO PAULO,2
8207,VIVIANE CRISTINA FERREIRA DOS SANTOS 35063519822,25179544000193,"RUA CARLOS BELLEVILLE  145 , SAO PAULO",-23.6242758,-46.478502,SAO PAULO,3
8208,CARINA SILVA DE SOUSA 26472234833,25182688000107,"AVENIDA GUALTAR  475 , SAO PAULO",-23.571935,-46.498065,SAO PAULO,2
8209,MIRALVA CAETANO DE SOUZA CORREA,25183269000181,"RUA PADRE ACHILES SYLVESTRE  50 , FRANCO DA ROCHA",-23.3206092,-46.7310208,FRANCO DA ROCHA,4
8210,ANGELO MARCIO RIBEIRO DE SOUSA,25185031000195,"RUA DO USHIKICHI KAMIYA  687 , SAO PAULO",-23.4386639,-46.5807035,SAO PAULO,2
8211,JOSE EDENILTON DA SILVA 10098301802,25185433000190,"RUA JOSE BONIFACIO DE ANDRADA E SILVA (JD VICTORIA)  707 , CAIEIRAS",-23.3469144,-46.7502769,CAIEIRAS,4
8212,ARLETE FERNANDES DE OLIVEIRA 18751626829,25185506000143,"RUA NUMENIO  32 , SAO PAULO",-23.5142753,-46.4216911,SAO PAULO,3
8213,MARCOS ROBERTO PUGLIESI 14024821830,25186937000124,"RUA ARACI  343 , SANTO ANDRE",-23.6429749,-46.5174998,SANTO ANDRE,3
8214,RONALDO LOPES MACEDO 14671702835,25196100000166,"RUA CONCEICAO DAS ALAGOAS  174 , SAO PAULO",-23.5016115,-46.4409295,SAO PAULO,3
8215,ELETRICA E HIDRAULICA M&MARZANO LTDA,25196659000196,"AVENIDA DOM JOSE GASPAR  1164 , MAUA",-23.6789221,-46.4607569,MAUA,4
8216,FUNICELLO COMERCIO DE AREIA E PEDRA LTDA,25200398000130,"RUA ANTONIO LA GIUDICE  204 , SAO PAULO",-23.5635927,-46.5140245,SAO PAULO,2
8217,OSCAR KENZIRO HORAYAMA 77179080853,25204104000149,"RUA DAS BANANEIRAS  1143 , SANTANA DE PARNAIBA",-23.4755924,-46.8994364,SANTANA DE PARNAIBA,4
8218,ALEXANDRE CARDOSO DA SILVA 30591700883,25205475000145,"RUA DINA BALDINI CAMPIOTTO  19 , CARAPICUIBA",-23.5271489,-46.8390041,CARAPICUIBA,4
8219,MARCOS L DE SOUZA FERRAGENS,25206493000141,"AVENIDA CHICA LUISA  1060 , SAO PAULO",-23.4429447,-46.7579377,SAO PAULO,3
8220,ROMUALDO LUIZ GALDINO DA SILVA 03259327436,25213079000160,"TRAVESSA UM TANGO PARA TEREZA  71 , SAO PAULO",-23.6054705,-46.4448306,SAO PAULO,3
8222,FERNANDO PASSOS BEGLIOMINI 14063397840,25232143000150,"RUA GENERAL MIGUEL COSTA  23 , SANTO ANDRE",-23.6742148,-46.5439085,SANTO ANDRE,3
8223,COMERCIAL REDCOLOR LTDA,25238252000184,"RUA EDUARDO DE SA  418 , SAO PAULO",-23.6658331,-46.6563563,SAO PAULO,3
8224,ADAUTO TEIXEIRA DE ARANDA,25249589000197,"RUA CORA CORALINA  276 , SAO BERNARDO DO CAMPO",-23.7095139,-46.5213004,SAO BERNARDO DO CAMPO,4
8225,BEATRIZ ANTONIA MAXIMINO DE ARAUJO INACIO 11671744888,25256186000175,"RUA MINISTRO GENESIO DE ALMEIDA MOURA  337 , SAO PAULO",-23.4593232,-46.5924921,SAO PAULO,2
8226,GILDECI M DE JESUS MARMORARIA,25257347000145,"RUA PRIMO ALPI  79 , ITAPEVI",-23.5568012,-46.9448017,ITAPEVI,4
8227,PRIME ACESSIBILIDADE EIRELI,25258749000164,"RUA RESTINGA  113 , SAO PAULO",-23.5396943,-46.580537,SAO PAULO,1
8228,ERIVALDO ALVES DE ALMEIDA 10822800896,25261634000129,"RUA IPIRANGA  239 , SANTO ANDRE",-23.6511221,-46.5094828,SANTO ANDRE,3
8229,AKAHOME COMERCIAL EIRELI,25264165000100,"AVENIDA YERVANT KISSAJIKIAN  2248 , SAO PAULO",-23.676773,-46.6597466,SAO PAULO,3
8230,GABRIELA RIBEIRO MARTINS DA COSTA 44621084852,25264285000107,"RUA SAO FRANCISCO DO HUMAITA  530 , SAO PAULO",-23.4638902,-46.6747238,SAO PAULO,2
8231,SILVANA MARIA CATARUZZO 15411903866,25267286000105,"RUA RIFAINA  282 , SAO PAULO",-23.5414197,-46.6936349,SAO PAULO,1
8232,ALCIDES CAPELINHA DE LIMAS 15563949850,25272944000149,"RUA REVERENDO JOAO EUCLIDES PEREIRA  420 , OSASCO",-23.5269572,-46.7700976,OSASCO,3
8233,AX MATERIAIS ELETRICOS E ESPORTIVOS LTDA,25276804000149,"RUA VINTE E CINCO DE MARCO  1113 , SAO PAULO",-23.5399133,-46.6321765,SAO PAULO,1
8234,PERFORMANCE TINTAS LTDA,25276994000102,"RUA PROFESSOR CARVALHO PINTO  2 , FRANCO DA ROCHA",-23.330302,-46.7295205,FRANCO DA ROCHA,4
8235,PERFORMANCE TINTAS LTDA,25276994000285,"RUA JOSE DO CARMO LEITE (LOT CRESCIUMA)  16 , CAIEIRAS",-23.3617635,-46.7417655,CAIEIRAS,4
8236,LESTE BOX E ESPELHOS LTDA,25281051000160,"AVENIDA MATEO BEI  1269 , SAO PAULO",-23.5939101,-46.4880094,SAO PAULO,3
8237,MVG BATISTA,25285930000160,"AVENIDA SAPOPEMBA  5850 , SAO PAULO",-23.583216,-46.535229,SAO PAULO,2
8238,S LOPES DA SILVA,25286987000183,"RUA CAPUA  50 , SANTO ANDRE",-23.6174755,-46.5360447,SANTO ANDRE,2
8239,PLASTPLUG COMERCIO DE FIOS E CABOS EIRELI,25287024000102,"RUA FLOR DAS ALMAS  159 , SAO PAULO",-23.5174985,-46.4462333,SAO PAULO,3
8240,ACOSNIEL COMERCIO DE FERRO E ACO EIRELI,25297502000157,"RUA COELHO NETO  145 , SAO PAULO",-23.5832308,-46.5889845,SAO PAULO,1
8241,MICHEL DA SILVA LOPES FERRAMENTAS,25298893000124,"RUA ADUTORA DE RIO CLARO  505 , SAO PAULO",-23.5918456,-46.5294702,SAO PAULO,2
8242,FELIX COMERCIO DE MATERIAIS DE CONSTRUCAO  EIRELI,25313080000166,"RUA BELA VISTA (JD REPRESA)  140 , SAO BERNARDO DO CAMPO",-23.7732089,-46.5976886,SAO BERNARDO DO CAMPO,4
8243,CAMPOS MATERIAS DE CONSTRUCOES EIRELI,25315759000194,"RUA MOACIR SALLES D'AVILA  470 , OSASCO",-23.501442,-46.7659463,OSASCO,3
8244,CARLOS EDUARDO DE SOUZA FILHO 38314834858,25316517000115,"RUA TERRA ROXA  435 , SAO PAULO",-23.5495298,-46.5765171,SAO PAULO,1
8245,NEOEX MATERIAIS ELETRICOS LTDA,25318679000192,"RUA BENEDITO RIBEIRO  30 , SAO BERNARDO DO CAMPO",-23.7160142,-46.545509,SAO BERNARDO DO CAMPO,4
8246,SPECIALE ONE TINTAS E COMERCIO LTDA,25320566000121,"RUA PLINIO TORREZAN  57 , JUNDIAI",-23.2093603,-46.8793324,JUNDIAI,4
8247,ADRIANO JOSE DA ROSA 03662257580,25331147000195,"AVENIDA MUTINGA  2962 , SAO PAULO",-23.4905506,-46.750749,SAO PAULO,2
8248,FELIPE SANTOS CHAGAS 23839366852,25331632000169,"RUA JOAO APOLONIO GOMES (VL DA BIQUINHA)  345 , SAO BERNARDO DO CAMPO",-23.7324446,-46.5328993,SAO BERNARDO DO CAMPO,4
8249,JOSE MANOEL DA SILVA 30593662415,25333494000157,"AVENIDA SOROCABA  17 , SANTO ANDRE",-23.6487751,-46.5004889,SANTO ANDRE,3
8250,BALAN SERVICE EIRELI,25336230000157,"ESTRADA ALBERTO HINOTO  7095 , ITAQUAQUECETUBA",-23.4346049,-46.3276358,ITAQUAQUECETUBA,4
8251,ELETRICEL ELECTRICAL SUPPLY EIRELI,25343215000136,"RUA PROFESSOR OSWALDO QUIRINO SIMOES  259 , SAO PAULO",-23.6817748,-46.7016081,SAO PAULO,3
8252,ARANDA CORPORATION COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA,25344056000194,"RUA PEDRO DE CASTRO VELHO  148 , SAO PAULO",-23.5885376,-46.5165816,SAO PAULO,2
8253,CJS TRANSPORTES E COMERCIO DE MATERIAL CONSTRUCAO EIRELI,25349855000153,"RUA OSAKA  1296 , SAO PAULO",-23.5031797,-46.5746792,SAO PAULO,1
8254,ROSANE FRANCA FLORENTINO DA SILVA FERRAGENS,25354395000151,"AVENIDA MOACIR DA SILVEIRA  11 , SANTANA DE PARNAIBA",-23.4786575,-46.8899914,SANTANA DE PARNAIBA,4
8255,SBC CIWIL COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL LTDA,25355068000114,"RUA CONTINENTAL  405 , SAO BERNARDO DO CAMPO",-23.6855677,-46.5588486,SAO BERNARDO DO CAMPO,3
8256,MARINALDO ANTONIO MONTEIRO 17957311415,25357315000111,"ESTRADA PINHEIRINHO NOVO  339 , ITAQUAQUECETUBA",-23.4447649,-46.3215628,ITAQUAQUECETUBA,4
8257,JOGO E WILLIANS MARMORES E GRANITOS LTDA,25369259000135,"AVENIDA ATLANTICA  6420 , SAO PAULO",-23.7182598,-46.702816,SAO PAULO,4
8258,STILLOS SACADAS E FACHADAS EIRELI,25370886000196,"RUA FERNANDO FALCAO  837 , SAO PAULO",-23.5609121,-46.5873286,SAO PAULO,1
8259,"BW  ASSOALHOS, COMERCIO E SERVICOS EIRELI  EPP",25382719000165,"RUA XAVIER PAES  74 , SAO PAULO",-23.6607908,-46.6348263,SAO PAULO,2
8260,"BW  ASSOALHOS, COMERCIO E SERVICOS EIRELI  EPP",25382719000165,"RUA XAVIER PAES  74 , SAO PAULO",-23.6607908,-46.6348263,SAO PAULO,2
8261,SPEEDY WELD COMERCIO ELETROMETALURGICOS LTDA,25384960000123,"RUA MANUEL DE CARVALHO  414 , SAO PAULO",-23.5044468,-46.7101016,SAO PAULO,2
8262,YOU  COMERCIO  DE  MADEIRAS  E  FERRAGENS  EIRELI,25386364000182,"RUA DO GASOMETRO  218 , SAO PAULO",-23.5449007,-46.624058,SAO PAULO,1
8263,RENOVA  CONSTRUCOES E COMERCIO DE MATERIAIS DE CONSTRUCAO LTDA,25401039000141,"RUA ALICE PALERMO SANTOS  295 , SUZANO",-23.5428955,-46.3322057,SUZANO,4
8264,C L DA SILVA MARMORES E GRANITOS EIRELI,25401228000114,"AVENIDA DOUTOR ALVARO DE CAMPOS CARNEIRO  300 , MOGI DAS CRUZES",-23.551124,-46.2021941,MOGI DAS CRUZES,4
